"chack","bank_account"
"uniqueid_4527 x Kenya","No"
"uniqueid_4528 x Kenya","No"
"uniqueid_4529 x Kenya","No"
"uniqueid_4530 x Kenya","No"
"uniqueid_4531 x Kenya","No"
"uniqueid_4532 x Kenya","No"
"uniqueid_4533 x Kenya","No"
"uniqueid_4534 x Kenya","No"
"uniqueid_4535 x Kenya","No"
"uniqueid_4536 x Kenya","Yes"
"uniqueid_4537 x Kenya","No"
"uniqueid_4538 x Kenya","No"
"uniqueid_4539 x Kenya","No"
"uniqueid_4540 x Kenya","No"
"uniqueid_4541 x Kenya","No"
"uniqueid_4542 x Kenya","No"
"uniqueid_4543 x Kenya","No"
"uniqueid_4544 x Kenya","No"
"uniqueid_4545 x Kenya","No"
"uniqueid_4546 x Kenya","No"
"uniqueid_4547 x Kenya","No"
"uniqueid_4548 x Kenya","No"
"uniqueid_4549 x Kenya","Yes"
"uniqueid_4550 x Kenya","No"
"uniqueid_4551 x Kenya","No"
"uniqueid_4552 x Kenya","Yes"
"uniqueid_4553 x Kenya","No"
"uniqueid_4554 x Kenya","No"
"uniqueid_4555 x Kenya","No"
"uniqueid_4556 x Kenya","No"
"uniqueid_4557 x Kenya","No"
"uniqueid_4558 x Kenya","Yes"
"uniqueid_4559 x Kenya","No"
"uniqueid_4560 x Kenya","No"
"uniqueid_4561 x Kenya","Yes"
"uniqueid_4562 x Kenya","No"
"uniqueid_4563 x Kenya","No"
"uniqueid_4564 x Kenya","Yes"
"uniqueid_4565 x Kenya","No"
"uniqueid_4566 x Kenya","Yes"
"uniqueid_4567 x Kenya","No"
"uniqueid_4568 x Kenya","No"
"uniqueid_4569 x Kenya","No"
"uniqueid_4570 x Kenya","Yes"
"uniqueid_4571 x Kenya","No"
"uniqueid_4572 x Kenya","Yes"
"uniqueid_4573 x Kenya","No"
"uniqueid_4574 x Kenya","Yes"
"uniqueid_4575 x Kenya","No"
"uniqueid_4576 x Kenya","No"
"uniqueid_4577 x Kenya","No"
"uniqueid_4578 x Kenya","No"
"uniqueid_4579 x Kenya","Yes"
"uniqueid_4580 x Kenya","Yes"
"uniqueid_4581 x Kenya","No"
"uniqueid_4582 x Kenya","Yes"
"uniqueid_4583 x Kenya","No"
"uniqueid_4584 x Kenya","No"
"uniqueid_4585 x Kenya","Yes"
"uniqueid_4586 x Kenya","Yes"
"uniqueid_4587 x Kenya","No"
"uniqueid_4588 x Kenya","No"
"uniqueid_4589 x Kenya","No"
"uniqueid_4590 x Kenya","Yes"
"uniqueid_4591 x Kenya","Yes"
"uniqueid_4592 x Kenya","No"
"uniqueid_4593 x Kenya","No"
"uniqueid_4594 x Kenya","No"
"uniqueid_4595 x Kenya","No"
"uniqueid_4596 x Kenya","No"
"uniqueid_4597 x Kenya","No"
"uniqueid_4598 x Kenya","No"
"uniqueid_4599 x Kenya","No"
"uniqueid_4600 x Kenya","No"
"uniqueid_4601 x Kenya","No"
"uniqueid_4602 x Kenya","Yes"
"uniqueid_4603 x Kenya","No"
"uniqueid_4604 x Kenya","No"
"uniqueid_4605 x Kenya","Yes"
"uniqueid_4606 x Kenya","No"
"uniqueid_4607 x Kenya","No"
"uniqueid_4608 x Kenya","No"
"uniqueid_4609 x Kenya","No"
"uniqueid_4610 x Kenya","Yes"
"uniqueid_4611 x Kenya","No"
"uniqueid_4612 x Kenya","Yes"
"uniqueid_4613 x Kenya","Yes"
"uniqueid_4614 x Kenya","No"
"uniqueid_4615 x Kenya","No"
"uniqueid_4616 x Kenya","No"
"uniqueid_4617 x Kenya","Yes"
"uniqueid_4618 x Kenya","Yes"
"uniqueid_4619 x Kenya","Yes"
"uniqueid_4620 x Kenya","No"
"uniqueid_4621 x Kenya","Yes"
"uniqueid_4622 x Kenya","No"
"uniqueid_4623 x Kenya","No"
"uniqueid_4624 x Kenya","Yes"
"uniqueid_4625 x Kenya","No"
"uniqueid_4626 x Kenya","No"
"uniqueid_4627 x Kenya","Yes"
"uniqueid_4628 x Kenya","No"
"uniqueid_4629 x Kenya","Yes"
"uniqueid_4630 x Kenya","Yes"
"uniqueid_4631 x Kenya","No"
"uniqueid_4632 x Kenya","No"
"uniqueid_4633 x Kenya","No"
"uniqueid_4634 x Kenya","Yes"
"uniqueid_4635 x Kenya","No"
"uniqueid_4636 x Kenya","No"
"uniqueid_4637 x Kenya","No"
"uniqueid_4638 x Kenya","Yes"
"uniqueid_4639 x Kenya","No"
"uniqueid_4640 x Kenya","Yes"
"uniqueid_4641 x Kenya","No"
"uniqueid_4642 x Kenya","No"
"uniqueid_4643 x Kenya","Yes"
"uniqueid_4644 x Kenya","No"
"uniqueid_4645 x Kenya","Yes"
"uniqueid_4646 x Kenya","No"
"uniqueid_4647 x Kenya","No"
"uniqueid_4648 x Kenya","No"
"uniqueid_4649 x Kenya","No"
"uniqueid_4650 x Kenya","Yes"
"uniqueid_4651 x Kenya","No"
"uniqueid_4652 x Kenya","Yes"
"uniqueid_4653 x Kenya","No"
"uniqueid_4654 x Kenya","No"
"uniqueid_4655 x Kenya","No"
"uniqueid_4656 x Kenya","No"
"uniqueid_4657 x Kenya","No"
"uniqueid_4658 x Kenya","Yes"
"uniqueid_4659 x Kenya","Yes"
"uniqueid_4660 x Kenya","No"
"uniqueid_4661 x Kenya","No"
"uniqueid_4662 x Kenya","Yes"
"uniqueid_4663 x Kenya","No"
"uniqueid_4664 x Kenya","Yes"
"uniqueid_4665 x Kenya","No"
"uniqueid_4666 x Kenya","No"
"uniqueid_4667 x Kenya","Yes"
"uniqueid_4668 x Kenya","No"
"uniqueid_4669 x Kenya","Yes"
"uniqueid_4670 x Kenya","Yes"
"uniqueid_4671 x Kenya","No"
"uniqueid_4672 x Kenya","No"
"uniqueid_4673 x Kenya","Yes"
"uniqueid_4674 x Kenya","Yes"
"uniqueid_4675 x Kenya","No"
"uniqueid_4676 x Kenya","No"
"uniqueid_4677 x Kenya","No"
"uniqueid_4678 x Kenya","Yes"
"uniqueid_4679 x Kenya","No"
"uniqueid_4680 x Kenya","No"
"uniqueid_4681 x Kenya","No"
"uniqueid_4682 x Kenya","No"
"uniqueid_4683 x Kenya","No"
"uniqueid_4684 x Kenya","No"
"uniqueid_4685 x Kenya","No"
"uniqueid_4686 x Kenya","No"
"uniqueid_4687 x Kenya","No"
"uniqueid_4688 x Kenya","No"
"uniqueid_4689 x Kenya","No"
"uniqueid_4690 x Kenya","No"
"uniqueid_4691 x Kenya","No"
"uniqueid_4692 x Kenya","No"
"uniqueid_4693 x Kenya","No"
"uniqueid_4694 x Kenya","Yes"
"uniqueid_4695 x Kenya","Yes"
"uniqueid_4696 x Kenya","Yes"
"uniqueid_4697 x Kenya","No"
"uniqueid_4698 x Kenya","No"
"uniqueid_4699 x Kenya","No"
"uniqueid_4700 x Kenya","No"
"uniqueid_4701 x Kenya","No"
"uniqueid_4702 x Kenya","No"
"uniqueid_4703 x Kenya","No"
"uniqueid_4704 x Kenya","No"
"uniqueid_4705 x Kenya","No"
"uniqueid_4706 x Kenya","No"
"uniqueid_4707 x Kenya","Yes"
"uniqueid_4708 x Kenya","No"
"uniqueid_4709 x Kenya","No"
"uniqueid_4710 x Kenya","No"
"uniqueid_4711 x Kenya","Yes"
"uniqueid_4712 x Kenya","No"
"uniqueid_4713 x Kenya","No"
"uniqueid_4714 x Kenya","No"
"uniqueid_4715 x Kenya","No"
"uniqueid_4716 x Kenya","No"
"uniqueid_4717 x Kenya","No"
"uniqueid_4718 x Kenya","No"
"uniqueid_4719 x Kenya","No"
"uniqueid_4720 x Kenya","No"
"uniqueid_4721 x Kenya","Yes"
"uniqueid_4722 x Kenya","No"
"uniqueid_4723 x Kenya","No"
"uniqueid_4724 x Kenya","Yes"
"uniqueid_4725 x Kenya","No"
"uniqueid_4726 x Kenya","Yes"
"uniqueid_4727 x Kenya","Yes"
"uniqueid_4728 x Kenya","No"
"uniqueid_4729 x Kenya","Yes"
"uniqueid_4730 x Kenya","No"
"uniqueid_4731 x Kenya","No"
"uniqueid_4732 x Kenya","No"
"uniqueid_4733 x Kenya","No"
"uniqueid_4734 x Kenya","No"
"uniqueid_4735 x Kenya","No"
"uniqueid_4736 x Kenya","No"
"uniqueid_4737 x Kenya","No"
"uniqueid_4738 x Kenya","Yes"
"uniqueid_4739 x Kenya","No"
"uniqueid_4740 x Kenya","Yes"
"uniqueid_4741 x Kenya","No"
"uniqueid_4742 x Kenya","No"
"uniqueid_4743 x Kenya","No"
"uniqueid_4744 x Kenya","No"
"uniqueid_4745 x Kenya","No"
"uniqueid_4746 x Kenya","No"
"uniqueid_4747 x Kenya","No"
"uniqueid_4748 x Kenya","No"
"uniqueid_4749 x Kenya","Yes"
"uniqueid_4750 x Kenya","No"
"uniqueid_4751 x Kenya","No"
"uniqueid_4752 x Kenya","No"
"uniqueid_4753 x Kenya","No"
"uniqueid_4754 x Kenya","No"
"uniqueid_4755 x Kenya","Yes"
"uniqueid_4756 x Kenya","No"
"uniqueid_4757 x Kenya","No"
"uniqueid_4758 x Kenya","No"
"uniqueid_4759 x Kenya","No"
"uniqueid_4760 x Kenya","No"
"uniqueid_4761 x Kenya","Yes"
"uniqueid_4762 x Kenya","Yes"
"uniqueid_4763 x Kenya","No"
"uniqueid_4764 x Kenya","No"
"uniqueid_4765 x Kenya","Yes"
"uniqueid_4766 x Kenya","No"
"uniqueid_4767 x Kenya","Yes"
"uniqueid_4768 x Kenya","No"
"uniqueid_4769 x Kenya","No"
"uniqueid_4770 x Kenya","No"
"uniqueid_4771 x Kenya","No"
"uniqueid_4772 x Kenya","No"
"uniqueid_4773 x Kenya","Yes"
"uniqueid_4774 x Kenya","Yes"
"uniqueid_4775 x Kenya","No"
"uniqueid_4776 x Kenya","No"
"uniqueid_4777 x Kenya","Yes"
"uniqueid_4778 x Kenya","No"
"uniqueid_4779 x Kenya","No"
"uniqueid_4780 x Kenya","No"
"uniqueid_4781 x Kenya","No"
"uniqueid_4782 x Kenya","No"
"uniqueid_4783 x Kenya","Yes"
"uniqueid_4784 x Kenya","No"
"uniqueid_4785 x Kenya","No"
"uniqueid_4786 x Kenya","Yes"
"uniqueid_4787 x Kenya","No"
"uniqueid_4788 x Kenya","Yes"
"uniqueid_4789 x Kenya","No"
"uniqueid_4790 x Kenya","Yes"
"uniqueid_4791 x Kenya","No"
"uniqueid_4792 x Kenya","Yes"
"uniqueid_4793 x Kenya","Yes"
"uniqueid_4794 x Kenya","Yes"
"uniqueid_4795 x Kenya","No"
"uniqueid_4796 x Kenya","Yes"
"uniqueid_4797 x Kenya","No"
"uniqueid_4798 x Kenya","No"
"uniqueid_4799 x Kenya","Yes"
"uniqueid_4800 x Kenya","Yes"
"uniqueid_4801 x Kenya","No"
"uniqueid_4802 x Kenya","No"
"uniqueid_4803 x Kenya","No"
"uniqueid_4804 x Kenya","No"
"uniqueid_4805 x Kenya","No"
"uniqueid_4806 x Kenya","No"
"uniqueid_4807 x Kenya","No"
"uniqueid_4808 x Kenya","No"
"uniqueid_4809 x Kenya","No"
"uniqueid_4810 x Kenya","No"
"uniqueid_4811 x Kenya","Yes"
"uniqueid_4812 x Kenya","Yes"
"uniqueid_4813 x Kenya","Yes"
"uniqueid_4814 x Kenya","No"
"uniqueid_4815 x Kenya","No"
"uniqueid_4816 x Kenya","No"
"uniqueid_4817 x Kenya","Yes"
"uniqueid_4818 x Kenya","No"
"uniqueid_4819 x Kenya","No"
"uniqueid_4820 x Kenya","No"
"uniqueid_4821 x Kenya","No"
"uniqueid_4822 x Kenya","No"
"uniqueid_4823 x Kenya","No"
"uniqueid_4824 x Kenya","No"
"uniqueid_4825 x Kenya","Yes"
"uniqueid_4826 x Kenya","No"
"uniqueid_4827 x Kenya","No"
"uniqueid_4828 x Kenya","No"
"uniqueid_4829 x Kenya","Yes"
"uniqueid_4830 x Kenya","Yes"
"uniqueid_4831 x Kenya","Yes"
"uniqueid_4832 x Kenya","No"
"uniqueid_4833 x Kenya","Yes"
"uniqueid_4834 x Kenya","No"
"uniqueid_4835 x Kenya","Yes"
"uniqueid_4836 x Kenya","No"
"uniqueid_4837 x Kenya","Yes"
"uniqueid_4838 x Kenya","No"
"uniqueid_4839 x Kenya","No"
"uniqueid_4840 x Kenya","No"
"uniqueid_4841 x Kenya","Yes"
"uniqueid_4842 x Kenya","No"
"uniqueid_4843 x Kenya","No"
"uniqueid_4844 x Kenya","Yes"
"uniqueid_4845 x Kenya","No"
"uniqueid_4846 x Kenya","No"
"uniqueid_4847 x Kenya","No"
"uniqueid_4848 x Kenya","No"
"uniqueid_4849 x Kenya","No"
"uniqueid_4850 x Kenya","No"
"uniqueid_4851 x Kenya","Yes"
"uniqueid_4852 x Kenya","Yes"
"uniqueid_4853 x Kenya","No"
"uniqueid_4854 x Kenya","Yes"
"uniqueid_4855 x Kenya","No"
"uniqueid_4856 x Kenya","Yes"
"uniqueid_4857 x Kenya","No"
"uniqueid_4858 x Kenya","No"
"uniqueid_4859 x Kenya","No"
"uniqueid_4860 x Kenya","No"
"uniqueid_4861 x Kenya","No"
"uniqueid_4862 x Kenya","No"
"uniqueid_4863 x Kenya","No"
"uniqueid_4864 x Kenya","No"
"uniqueid_4865 x Kenya","No"
"uniqueid_4866 x Kenya","No"
"uniqueid_4867 x Kenya","No"
"uniqueid_4868 x Kenya","Yes"
"uniqueid_4869 x Kenya","No"
"uniqueid_4870 x Kenya","No"
"uniqueid_4871 x Kenya","No"
"uniqueid_4872 x Kenya","No"
"uniqueid_4873 x Kenya","No"
"uniqueid_4874 x Kenya","No"
"uniqueid_4875 x Kenya","No"
"uniqueid_4876 x Kenya","No"
"uniqueid_4877 x Kenya","No"
"uniqueid_4878 x Kenya","No"
"uniqueid_4879 x Kenya","No"
"uniqueid_4880 x Kenya","No"
"uniqueid_4881 x Kenya","No"
"uniqueid_4882 x Kenya","No"
"uniqueid_4883 x Kenya","No"
"uniqueid_4884 x Kenya","Yes"
"uniqueid_4885 x Kenya","No"
"uniqueid_4886 x Kenya","Yes"
"uniqueid_4887 x Kenya","No"
"uniqueid_4888 x Kenya","No"
"uniqueid_4889 x Kenya","Yes"
"uniqueid_4890 x Kenya","No"
"uniqueid_4891 x Kenya","Yes"
"uniqueid_4892 x Kenya","No"
"uniqueid_4893 x Kenya","No"
"uniqueid_4894 x Kenya","No"
"uniqueid_4895 x Kenya","No"
"uniqueid_4896 x Kenya","No"
"uniqueid_4897 x Kenya","Yes"
"uniqueid_4898 x Kenya","No"
"uniqueid_4899 x Kenya","No"
"uniqueid_4900 x Kenya","No"
"uniqueid_4901 x Kenya","No"
"uniqueid_4902 x Kenya","Yes"
"uniqueid_4903 x Kenya","Yes"
"uniqueid_4904 x Kenya","No"
"uniqueid_4905 x Kenya","No"
"uniqueid_4906 x Kenya","No"
"uniqueid_4907 x Kenya","No"
"uniqueid_4908 x Kenya","No"
"uniqueid_4909 x Kenya","Yes"
"uniqueid_4910 x Kenya","No"
"uniqueid_4911 x Kenya","Yes"
"uniqueid_4912 x Kenya","No"
"uniqueid_4913 x Kenya","No"
"uniqueid_4914 x Kenya","No"
"uniqueid_4915 x Kenya","No"
"uniqueid_4916 x Kenya","Yes"
"uniqueid_4917 x Kenya","No"
"uniqueid_4918 x Kenya","No"
"uniqueid_4919 x Kenya","No"
"uniqueid_4920 x Kenya","Yes"
"uniqueid_4921 x Kenya","No"
"uniqueid_4922 x Kenya","No"
"uniqueid_4923 x Kenya","No"
"uniqueid_4924 x Kenya","No"
"uniqueid_4925 x Kenya","No"
"uniqueid_4926 x Kenya","No"
"uniqueid_4927 x Kenya","No"
"uniqueid_4928 x Kenya","No"
"uniqueid_4929 x Kenya","No"
"uniqueid_4930 x Kenya","No"
"uniqueid_4931 x Kenya","No"
"uniqueid_4932 x Kenya","No"
"uniqueid_4933 x Kenya","No"
"uniqueid_4934 x Kenya","Yes"
"uniqueid_4935 x Kenya","Yes"
"uniqueid_4936 x Kenya","Yes"
"uniqueid_4937 x Kenya","Yes"
"uniqueid_4938 x Kenya","Yes"
"uniqueid_4939 x Kenya","No"
"uniqueid_4940 x Kenya","No"
"uniqueid_4941 x Kenya","No"
"uniqueid_4942 x Kenya","No"
"uniqueid_4943 x Kenya","No"
"uniqueid_4944 x Kenya","No"
"uniqueid_4945 x Kenya","No"
"uniqueid_4946 x Kenya","No"
"uniqueid_4947 x Kenya","Yes"
"uniqueid_4948 x Kenya","No"
"uniqueid_4949 x Kenya","No"
"uniqueid_4950 x Kenya","No"
"uniqueid_4951 x Kenya","Yes"
"uniqueid_4952 x Kenya","No"
"uniqueid_4953 x Kenya","No"
"uniqueid_4954 x Kenya","No"
"uniqueid_4955 x Kenya","No"
"uniqueid_4956 x Kenya","Yes"
"uniqueid_4957 x Kenya","No"
"uniqueid_4958 x Kenya","Yes"
"uniqueid_4959 x Kenya","Yes"
"uniqueid_4960 x Kenya","Yes"
"uniqueid_4961 x Kenya","No"
"uniqueid_4962 x Kenya","No"
"uniqueid_4963 x Kenya","No"
"uniqueid_4964 x Kenya","No"
"uniqueid_4965 x Kenya","No"
"uniqueid_4966 x Kenya","No"
"uniqueid_4967 x Kenya","No"
"uniqueid_4968 x Kenya","No"
"uniqueid_4969 x Kenya","No"
"uniqueid_4970 x Kenya","Yes"
"uniqueid_4971 x Kenya","No"
"uniqueid_4972 x Kenya","No"
"uniqueid_4973 x Kenya","No"
"uniqueid_4974 x Kenya","No"
"uniqueid_4975 x Kenya","Yes"
"uniqueid_4976 x Kenya","No"
"uniqueid_4977 x Kenya","No"
"uniqueid_4978 x Kenya","No"
"uniqueid_4979 x Kenya","No"
"uniqueid_4980 x Kenya","No"
"uniqueid_4981 x Kenya","No"
"uniqueid_4982 x Kenya","No"
"uniqueid_4983 x Kenya","No"
"uniqueid_4984 x Kenya","Yes"
"uniqueid_4985 x Kenya","No"
"uniqueid_4986 x Kenya","No"
"uniqueid_4987 x Kenya","No"
"uniqueid_4988 x Kenya","No"
"uniqueid_4989 x Kenya","No"
"uniqueid_4990 x Kenya","No"
"uniqueid_4991 x Kenya","Yes"
"uniqueid_4992 x Kenya","No"
"uniqueid_4993 x Kenya","Yes"
"uniqueid_4994 x Kenya","No"
"uniqueid_4995 x Kenya","No"
"uniqueid_4996 x Kenya","No"
"uniqueid_4997 x Kenya","No"
"uniqueid_4998 x Kenya","Yes"
"uniqueid_4999 x Kenya","No"
"uniqueid_5000 x Kenya","No"
"uniqueid_5001 x Kenya","No"
"uniqueid_5002 x Kenya","Yes"
"uniqueid_5003 x Kenya","Yes"
"uniqueid_5004 x Kenya","No"
"uniqueid_5005 x Kenya","Yes"
"uniqueid_5006 x Kenya","No"
"uniqueid_5007 x Kenya","Yes"
"uniqueid_5008 x Kenya","Yes"
"uniqueid_5009 x Kenya","No"
"uniqueid_5010 x Kenya","No"
"uniqueid_5011 x Kenya","No"
"uniqueid_5012 x Kenya","Yes"
"uniqueid_5013 x Kenya","No"
"uniqueid_5014 x Kenya","No"
"uniqueid_5015 x Kenya","No"
"uniqueid_5016 x Kenya","No"
"uniqueid_5017 x Kenya","No"
"uniqueid_5018 x Kenya","No"
"uniqueid_5019 x Kenya","Yes"
"uniqueid_5020 x Kenya","No"
"uniqueid_5021 x Kenya","Yes"
"uniqueid_5022 x Kenya","No"
"uniqueid_5023 x Kenya","No"
"uniqueid_5024 x Kenya","No"
"uniqueid_5025 x Kenya","No"
"uniqueid_5026 x Kenya","No"
"uniqueid_5027 x Kenya","No"
"uniqueid_5028 x Kenya","No"
"uniqueid_5029 x Kenya","No"
"uniqueid_5030 x Kenya","Yes"
"uniqueid_5031 x Kenya","Yes"
"uniqueid_5032 x Kenya","No"
"uniqueid_5033 x Kenya","No"
"uniqueid_5034 x Kenya","Yes"
"uniqueid_5035 x Kenya","No"
"uniqueid_5036 x Kenya","No"
"uniqueid_5037 x Kenya","No"
"uniqueid_5038 x Kenya","No"
"uniqueid_5039 x Kenya","Yes"
"uniqueid_5040 x Kenya","Yes"
"uniqueid_5041 x Kenya","No"
"uniqueid_5042 x Kenya","No"
"uniqueid_5043 x Kenya","No"
"uniqueid_5044 x Kenya","No"
"uniqueid_5045 x Kenya","Yes"
"uniqueid_5046 x Kenya","No"
"uniqueid_5047 x Kenya","No"
"uniqueid_5048 x Kenya","Yes"
"uniqueid_5049 x Kenya","No"
"uniqueid_5050 x Kenya","No"
"uniqueid_5051 x Kenya","No"
"uniqueid_5052 x Kenya","No"
"uniqueid_5053 x Kenya","Yes"
"uniqueid_5054 x Kenya","No"
"uniqueid_5055 x Kenya","No"
"uniqueid_5056 x Kenya","No"
"uniqueid_5057 x Kenya","No"
"uniqueid_5058 x Kenya","Yes"
"uniqueid_5059 x Kenya","No"
"uniqueid_5060 x Kenya","No"
"uniqueid_5061 x Kenya","No"
"uniqueid_5062 x Kenya","No"
"uniqueid_5063 x Kenya","No"
"uniqueid_5064 x Kenya","No"
"uniqueid_5065 x Kenya","No"
"uniqueid_5066 x Kenya","No"
"uniqueid_5067 x Kenya","No"
"uniqueid_5068 x Kenya","No"
"uniqueid_5069 x Kenya","Yes"
"uniqueid_5070 x Kenya","No"
"uniqueid_5071 x Kenya","No"
"uniqueid_5072 x Kenya","No"
"uniqueid_5073 x Kenya","No"
"uniqueid_5074 x Kenya","No"
"uniqueid_5075 x Kenya","Yes"
"uniqueid_5076 x Kenya","No"
"uniqueid_5077 x Kenya","Yes"
"uniqueid_5078 x Kenya","Yes"
"uniqueid_5079 x Kenya","No"
"uniqueid_5080 x Kenya","No"
"uniqueid_5081 x Kenya","No"
"uniqueid_5082 x Kenya","No"
"uniqueid_5083 x Kenya","Yes"
"uniqueid_5084 x Kenya","No"
"uniqueid_5085 x Kenya","No"
"uniqueid_5086 x Kenya","No"
"uniqueid_5087 x Kenya","Yes"
"uniqueid_5088 x Kenya","No"
"uniqueid_5089 x Kenya","No"
"uniqueid_5090 x Kenya","Yes"
"uniqueid_5091 x Kenya","No"
"uniqueid_5092 x Kenya","Yes"
"uniqueid_5093 x Kenya","Yes"
"uniqueid_5094 x Kenya","No"
"uniqueid_5095 x Kenya","No"
"uniqueid_5096 x Kenya","No"
"uniqueid_5097 x Kenya","No"
"uniqueid_5098 x Kenya","No"
"uniqueid_5099 x Kenya","No"
"uniqueid_5100 x Kenya","No"
"uniqueid_5101 x Kenya","Yes"
"uniqueid_5102 x Kenya","No"
"uniqueid_5103 x Kenya","No"
"uniqueid_5104 x Kenya","Yes"
"uniqueid_5105 x Kenya","No"
"uniqueid_5106 x Kenya","No"
"uniqueid_5107 x Kenya","Yes"
"uniqueid_5108 x Kenya","No"
"uniqueid_5109 x Kenya","No"
"uniqueid_5110 x Kenya","No"
"uniqueid_5111 x Kenya","No"
"uniqueid_5112 x Kenya","Yes"
"uniqueid_5113 x Kenya","No"
"uniqueid_5114 x Kenya","No"
"uniqueid_5115 x Kenya","No"
"uniqueid_5116 x Kenya","No"
"uniqueid_5117 x Kenya","Yes"
"uniqueid_5118 x Kenya","No"
"uniqueid_5119 x Kenya","No"
"uniqueid_5120 x Kenya","Yes"
"uniqueid_5121 x Kenya","No"
"uniqueid_5122 x Kenya","No"
"uniqueid_5123 x Kenya","Yes"
"uniqueid_5124 x Kenya","No"
"uniqueid_5125 x Kenya","No"
"uniqueid_5126 x Kenya","No"
"uniqueid_5127 x Kenya","No"
"uniqueid_5128 x Kenya","No"
"uniqueid_5129 x Kenya","No"
"uniqueid_5130 x Kenya","Yes"
"uniqueid_5131 x Kenya","Yes"
"uniqueid_5132 x Kenya","Yes"
"uniqueid_5133 x Kenya","No"
"uniqueid_5134 x Kenya","Yes"
"uniqueid_5135 x Kenya","No"
"uniqueid_5136 x Kenya","No"
"uniqueid_5137 x Kenya","Yes"
"uniqueid_5138 x Kenya","No"
"uniqueid_5139 x Kenya","No"
"uniqueid_5140 x Kenya","No"
"uniqueid_5141 x Kenya","No"
"uniqueid_5142 x Kenya","No"
"uniqueid_5143 x Kenya","Yes"
"uniqueid_5144 x Kenya","No"
"uniqueid_5145 x Kenya","No"
"uniqueid_5146 x Kenya","No"
"uniqueid_5147 x Kenya","No"
"uniqueid_5148 x Kenya","No"
"uniqueid_5149 x Kenya","No"
"uniqueid_5150 x Kenya","No"
"uniqueid_5151 x Kenya","Yes"
"uniqueid_5152 x Kenya","No"
"uniqueid_5153 x Kenya","No"
"uniqueid_5154 x Kenya","Yes"
"uniqueid_5155 x Kenya","No"
"uniqueid_5156 x Kenya","No"
"uniqueid_5157 x Kenya","No"
"uniqueid_5158 x Kenya","No"
"uniqueid_5159 x Kenya","No"
"uniqueid_5160 x Kenya","No"
"uniqueid_5161 x Kenya","Yes"
"uniqueid_5162 x Kenya","No"
"uniqueid_5163 x Kenya","No"
"uniqueid_5164 x Kenya","Yes"
"uniqueid_5165 x Kenya","No"
"uniqueid_5166 x Kenya","No"
"uniqueid_5167 x Kenya","No"
"uniqueid_5168 x Kenya","No"
"uniqueid_5169 x Kenya","No"
"uniqueid_5170 x Kenya","Yes"
"uniqueid_5171 x Kenya","No"
"uniqueid_5172 x Kenya","No"
"uniqueid_5173 x Kenya","No"
"uniqueid_5174 x Kenya","Yes"
"uniqueid_5175 x Kenya","No"
"uniqueid_5176 x Kenya","No"
"uniqueid_5177 x Kenya","No"
"uniqueid_5178 x Kenya","No"
"uniqueid_5179 x Kenya","No"
"uniqueid_5180 x Kenya","No"
"uniqueid_5181 x Kenya","Yes"
"uniqueid_5182 x Kenya","No"
"uniqueid_5183 x Kenya","No"
"uniqueid_5184 x Kenya","No"
"uniqueid_5185 x Kenya","No"
"uniqueid_5186 x Kenya","Yes"
"uniqueid_5187 x Kenya","Yes"
"uniqueid_5188 x Kenya","No"
"uniqueid_5189 x Kenya","No"
"uniqueid_5190 x Kenya","Yes"
"uniqueid_5191 x Kenya","No"
"uniqueid_5192 x Kenya","No"
"uniqueid_5193 x Kenya","Yes"
"uniqueid_5194 x Kenya","No"
"uniqueid_5195 x Kenya","No"
"uniqueid_5196 x Kenya","No"
"uniqueid_5197 x Kenya","No"
"uniqueid_5198 x Kenya","No"
"uniqueid_5199 x Kenya","No"
"uniqueid_5200 x Kenya","No"
"uniqueid_5201 x Kenya","No"
"uniqueid_5202 x Kenya","No"
"uniqueid_5203 x Kenya","No"
"uniqueid_5204 x Kenya","No"
"uniqueid_5205 x Kenya","No"
"uniqueid_5206 x Kenya","No"
"uniqueid_5207 x Kenya","No"
"uniqueid_5208 x Kenya","No"
"uniqueid_5209 x Kenya","No"
"uniqueid_5210 x Kenya","No"
"uniqueid_5211 x Kenya","No"
"uniqueid_5212 x Kenya","Yes"
"uniqueid_5213 x Kenya","No"
"uniqueid_5214 x Kenya","Yes"
"uniqueid_5215 x Kenya","Yes"
"uniqueid_5216 x Kenya","Yes"
"uniqueid_5217 x Kenya","No"
"uniqueid_5218 x Kenya","No"
"uniqueid_5219 x Kenya","No"
"uniqueid_5220 x Kenya","No"
"uniqueid_5221 x Kenya","Yes"
"uniqueid_5222 x Kenya","No"
"uniqueid_5223 x Kenya","Yes"
"uniqueid_5224 x Kenya","No"
"uniqueid_5225 x Kenya","No"
"uniqueid_5226 x Kenya","No"
"uniqueid_5227 x Kenya","No"
"uniqueid_5228 x Kenya","No"
"uniqueid_5229 x Kenya","No"
"uniqueid_5230 x Kenya","Yes"
"uniqueid_5231 x Kenya","No"
"uniqueid_5232 x Kenya","Yes"
"uniqueid_5233 x Kenya","No"
"uniqueid_5234 x Kenya","No"
"uniqueid_5235 x Kenya","No"
"uniqueid_5236 x Kenya","No"
"uniqueid_5237 x Kenya","No"
"uniqueid_5238 x Kenya","No"
"uniqueid_5239 x Kenya","No"
"uniqueid_5240 x Kenya","Yes"
"uniqueid_5241 x Kenya","No"
"uniqueid_5242 x Kenya","No"
"uniqueid_5243 x Kenya","No"
